timestamp,dataset,length,registers,raw_hex
1768225881.874,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768225885.474,0xD000 单体电压/总压,76,"[3079,3078,3079,3078,3079,3079,3079,3078,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c060c070c070c070c060c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100648daf
1768225889.089,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3080,3079,3080,3079,3080,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,5,2,2,100]",01034c0c070c060c070c070c080c070c080c070c080c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c060005000200020064cb71
1768225892.689,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768225896.302,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3080,3079,3079,3079,3080,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,5,2,2,100]",01034c0c070c060c070c070c080c070c070c070c080c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c0600050002000200640472
1768225899.904,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768225903.504,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768225907.105,0xD000 单体电压/总压,76,"[3080,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,1,2,2,100]",01034c0c080c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c060001000200020064a6bb
1768225910.719,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768225914.349,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3080,3078,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,7,2,2,100]",01034c0c070c060c070c070c070c070c080c060c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c060007000200020064ea69
1768225917.936,0xD000 单体电压/总压,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768227288.447,0xD100,21,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768227371.786,0xD115,12,76,"[3079,3078,3079,3079,3080,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,5,2,2,100]",01034c0c070c060c070c070c080c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c060005000200020064347e
1768227373.000,0xD000,38,76,"[3079,3078,3079,3078,3079,3079,3080,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,7,2,2,100]",01034c0c070c060c070c060c070c070c080c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c0600070002000200641978
1768227374.186,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768227375.401,0xD000,38,76,"[3080,3078,3079,3079,3080,3079,3080,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,1,2,2,100]",01034c0c080c060c070c070c080c070c080c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c060001000200020064a6ac
1768227376.601,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3080,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,9,2,2,100]",01034c0c070c060c070c070c070c070c070c070c080c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c0600090002000200640766
1768227377.816,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3080,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3080,3078,9,2,2,100]",01034c0c070c060c070c070c070c070c070c070c080c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c080c0600090002000200640766
1768227379.000,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768227380.200,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3078,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c060c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c060001000200010064837e
1768227381.415,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
1768227382.615,0xD000,38,76,"[3079,3078,3079,3079,3079,3079,3079,3079,3079,3079,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,61001,3079,3078,1,2,1,100]",01034c0c070c060c070c070c070c070c070c070c070c07ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee49ee490c070c0600010002000100647ebe
